id,term,definition,external_id,external_source,comment,curator,parent_id,level,created_at,updated_at,legacy_id
7819,Serum,Body substance derived from plasma by the elimination of fibrinogen.,,"Foundational Model of Anatomy (FMA), Rosse, C., Mejino, J.L., Jr.: A reference ontology for biomedical informatics: the Foundational Model of Anatomy. J Biomed Inform 36, 478-500 (2003)",definition coppied from FMA,Yannick,7731,4,2018-02-26 21:06:27 UTC,2018-02-26 21:06:27 UTC,
7820,Plasma,"Body substance in liquid state contained in the lumen of arterial and venous trees, blood capillary and the cardiac chambers; constitutes the liquid phase of blood.",,"Foundational Model of Anatomy (FMA), Rosse, C., Mejino, J.L., Jr.: A reference ontology for biomedical informatics: the Foundational Model of Anatomy. J Biomed Inform 36, 478-500 (2003)",definition coppied from FMA,Yannick,7731,4,2018-02-26 21:06:27 UTC,2018-02-26 21:06:27 UTC,
7821,Urine,Excretion in liquid state processed by the kidney.,,"Foundational Model of Anatomy (FMA), Rosse, C., Mejino, J.L., Jr.: A reference ontology for biomedical informatics: the Foundational Model of Anatomy. J Biomed Inform 36, 478-500 (2003)",definition coppied from FMA,Yannick,7731,4,2018-02-26 21:06:27 UTC,2018-02-26 21:06:27 UTC,
7822,Bile,"Fluid composed of waste products, bile acids, salts, cholesterol, and electrolytes. it is secreted by the liver parenchyma and stored in the gallbladder. (nci).",C13192,NCI Thesaurus,,Yannick,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7823,Menstrual fluid,"Fluid excreted from the vagina during menstruation, and contains blood, endometrial tissue, cervical mucus and vaginal secretions.",,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-02-26 21:06:27 UTC,
7824,Follicular fluid,"Fluid in a follicle ( any small spherical group of cells containing a cavity. (nci)), such as an ovarian follicle.",,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7825,Epithelial lining fluid,Fluid in the cellular layers that cover body and organ surfaces.,,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",check ,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7826,Gingival fluid,Fluid in the soft fibrous tissue surrounding the teeth.,,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7827,Deferent duct fluid,Fluid in the vas deference duct.,,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7828,Pancreatic juice,"Fluid made by the pancreas, and contains digestive enzymes such as insulin and pancreatic lipase.",C13270,NCI Thesaurus,,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-02-26 21:06:27 UTC,
7829,Epididymal duct fluid,Fluid of the epididymis duct.,,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7830,Intestinal secretion,"Fluid originating from the epithelial lining of the intestines, adjoining exocrine glands and from organs such as the liver, which empty into the cavity of the intestines. (msh via nci).",C32875,NCI Thesaurus,,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7831,Pleural fluid,Fluid that is abnormally collected in the pleural cavity. (nci).,C77613,NCI Thesaurus,,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7832,Intraocular fluid,Fluid within the eye ball.,,NCI Thesaurus,,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7833,Embryonic fluid,Fluids surrounding or related to an embryo. (nci).,C13398,NCI Thesaurus,,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7834,Serous fluid,"FluidsВ that originate in serous glands or mixed glands (mucous and serous cells). they fill body cavities and are typically pale yellow and transparent and of aВ benignВ nature. a common trait of serous fluids is their role in assistingВ digestion,В excretion, andВ respiration.",,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:43:15 UTC,
7835,Chyme,Ingested food admixed with gastric secretions contained in the stomach.,,"Foundational Model of Anatomy (FMA), Rosse, C., Mejino, J.L., Jr.: A reference ontology for biomedical informatics: the Foundational Model of Anatomy. J Biomed Inform 36, 478-500 (2003)",definition coppied from FMA,Yannick,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7836,Vaginal discharge,"Normal or abnormal secretions from the vagina. mucus produced by the cervical glands is discharged from the vagina naturally, especially during the childbearing years.В  (nci).",C50795,NCI Thesaurus,,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7837,Semen,Portion of body fluid suspension that consists of spermatozoa and seminal plasma.,,"Foundational Model of Anatomy (FMA), Rosse, C., Mejino, J.L., Jr.: A reference ontology for biomedical informatics: the Foundational Model of Anatomy. J Biomed Inform 36, 478-500 (2003)",definition coppied from FMA,Yannick,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7838,Mucus,Portion of secreted substance produced by a mucous gland or goblet cell.,,"Foundational Model of Anatomy (FMA), Rosse, C., Mejino, J.L., Jr.: A reference ontology for biomedical informatics: the Foundational Model of Anatomy. J Biomed Inform 36, 478-500 (2003)",definition coppied from FMA,Yannick,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7839,Tear,Portion of secreted substance produced by the lacrimal gland.,,"Foundational Model of Anatomy (FMA), Rosse, C., Mejino, J.L., Jr.: A reference ontology for biomedical informatics: the Foundational Model of Anatomy. J Biomed Inform 36, 478-500 (2003)",definition coppied from FMA,Yannick,7731,4,2018-02-26 21:06:27 UTC,2018-02-26 21:06:27 UTC,
7840,Breast milk,Portion of secreted substance produced by the mammary gland.,,"Foundational Model of Anatomy (FMA), Rosse, C., Mejino, J.L., Jr.: A reference ontology for biomedical informatics: the Foundational Model of Anatomy. J Biomed Inform 36, 478-500 (2003)",definition coppied from FMA,Yannick,7731,4,2018-02-26 21:06:27 UTC,2018-02-26 21:06:27 UTC,
7841,Seminal fluid,"Portion of secreted substance produced prostatic glands, bulbourethral glands or the seminal vesicles.",,"Foundational Model of Anatomy (FMA), Rosse, C., Mejino, J.L., Jr.: A reference ontology for biomedical informatics: the Foundational Model of Anatomy. J Biomed Inform 36, 478-500 (2003)",definition coppied from FMA,Yannick,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7842,Sweat,Secretion produced by a sweat gland.,,"Foundational Model of Anatomy (FMA), Rosse, C., Mejino, J.L., Jr.: A reference ontology for biomedical informatics: the Foundational Model of Anatomy. J Biomed Inform 36, 478-500 (2003)",definition coppied from FMA,Yannick,7731,4,2018-02-26 21:06:27 UTC,2018-02-26 21:06:27 UTC,
7843,Vitreous humor,The clear colorless transparent jelly that fills the posterior chamber of the eyeball. (nci).,C13323,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7844,Gastric juice,"The digestive secretions of the gastric glands in the stomach, consisting mainly of pepsin, hydrochloric acid, rennin, and mucin.",C32661,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-02-26 21:06:27 UTC,
7845,Tissue fluid,The extracellular fluid component found in the spaces between tissues. this excludes plasma and transcellular fluid. (nci).,C120839,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7846,Rete testis fluid,The fluid in the rete testis (network of tubules that convey sperm from the seminiferous tubules within the testicles to the efferent ducts (nci)).,,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:43:15 UTC,
7847,Seminiferous tubule fluid,"The fluid in the seminiferous tubule (site of germination and maturation of spermatozoa, and the conduit through which the spermatozoa are transported to the rete testis. (nci)).",,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:43:15 UTC,
7848,Renal filtrate,"The fluid resulting from glomerular filtration in the kidney, further transformed into tubular fluid and continues into the bladder for excretion as urine.",,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7849,Cerebrospinal fluid,"The fluid that is contained within the brain ventricles, the subarachnoid space and the central canal of the spinal cord. (nci).",C12692,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7850,Saliva,The watery fluid in the mouth made by the salivary glands. saliva moistens food to help digestion and it helps protect the mouth against infections. (nci).,C13275,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7851,Aqueous humor,The watery fluid which is present in the anterior and posterior chambers of the eye. (nci).,C13190,"Ai, Jiye, et al. ""Towards a Body Fluids Ontology: A Unified Application Ontology for Basic and Translational Science.""В ICBO. 2011.",,Naama,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7852,Perilymph,Transudate contained in the osseous labyrinth outside the membranous labyrinth.,,"Foundational Model of Anatomy (FMA), Rosse, C., Mejino, J.L., Jr.: A reference ontology for biomedical informatics: the Foundational Model of Anatomy. J Biomed Inform 36, 478-500 (2003)",definition coppied from FMA,Yannick,7731,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7853,Endolymph,Transudate contained within the membranous labyrinth.,,"Foundational Model of Anatomy (FMA), Rosse, C., Mejino, J.L., Jr.: A reference ontology for biomedical informatics: the Foundational Model of Anatomy. J Biomed Inform 36, 478-500 (2003)",definition coppied from FMA,Yannick,7731,4,2018-02-26 21:06:27 UTC,2018-02-26 21:06:27 UTC,
7854,Artery,A blood vessel that carries blood away from the heart. (nci).,C12372,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7855,Vein,A blood vessel that carries blood towards the heart. (nci).,C12814,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7856,Epididymis,"A crescent-like structure located adjacent to the testis. it consists of a single highly coiled duct and is divided into 3 regions: caput (head), corpus (body) and cauda (tail). (nci).",C12328,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7857,Pancreas,A digestive organ in the abdomen that has both endocrine and exocrine functions. (nci).,C12393,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7858,Vas deferens,A duct carrying spermatozoa from the epididymides to the urethra. (nci).,C12813,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:27 UTC,2018-04-06 00:45:18 UTC,
7859,Heart,A hollow muscular organ which receives the blood from the veins and pumps it into the arteries. (nci).,C12727,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:18 UTC,
7860,Uterus,A hollow muscular organ within which the fertilized egg implants and the embryo/fetus develops during pregnancy. (nci).,C12405,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:18 UTC,
7861,Seminal vesicle,A mammalian male reproductive accessory gland located adjacent to the urinary bladder and proximal to the prostate. (nci).,C12787,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:18 UTC,
7862,Pharynx,"A passageway in the head and neck that includes the nasopharynx, oropharynx and laryngopharynx. (nci).",C12425,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:18 UTC,
7863,Thymus gland,A primary lymphoid organ generally located in the mediastinum near the thoracic inlet and/or along lateral aspects of the neck. (nci).,C12433,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7864,Gonad,A reproductive system organ that produces and releases either sperm (testis) or eggs (ovary). (nci).,C12725,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7865,Gallbladder,A sac-like organ located adjacent to the liver that stores and concentrates bile produced by the liver. (NCI),,,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-07 00:25:30 UTC,
7866,Sublingual gland,A salivary gland located under the tongue in the floor of the oral cavity. (nci).,C12234,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7867,Tonsil,A secondary lymphoid tissue in the mucosa of the pharynx. (nci).,C12802,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7868,Ear,A sensory organ that contains auditory and vestibular apparatuses. (nci).,C12394,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7869,Pituitary gland,A small endocrine gland extending from the hypothalamus at the base of the brain. (nci).,C12399,NCI Thesaurus,,Naama,7728,5,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7870,Pineal gland,A small endocrine gland that arises from the central posterior aspect of the diencephalon. (nci).,C12398,NCI Thesaurus,,Naama,7728,5,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7871,Hypothalamus,A small region of the brain composed of multiple nuclei and located underneath the thalamus.,C12458,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-02-26 21:06:28 UTC,
7872,Nose,A structure of special sense serving as an organ of the sense of smell and as an entrance to the respiratory tract. (nci).,C12756,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7873,Lung,A thoracic organ that has variable lobation and is the primary respiratory organ of mammals.,C12468,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-02-26 21:06:28 UTC,
7874,Capillary,A tiny vessel that can be either a blood capillary or a lymphatic capillary. (nci).,C12685,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7875,Spermatic cord,"A tube-like structure composed of the vas deferens and surrounding tissue layers, that runs from the abdomen to each of the testicles. (nci).",C12329,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7876,Blood vessel,"A tubular structure through which the blood circulates in the body. blood vessels constitute a network composed of arteries, arterioles, capillaries, venules, and veins. (nci).",C12679,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7877,Lymphatic vessel,A tubule that carries lymph throughout the body. (nci).,C33038,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7878,Liver,An abdominal organ that has variable lobation which are composed mainly of hepatic lobules. (nci).,C12392,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7879,Spleen,An abdominal organ that is part of the hematopoietic and immune systems. it is composed of the white pulp and the red pulp and is surrounded by a capsule. (nci).,C12432,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7880,Brain,An organ composed of grey and white matter that is the center for intelligence and reasoning. it is protected by the bony cranium. (nci).,C12439,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7881,Skin,"An organ that constitutes the external surface of the body. it consists of the epidermis, dermis, and skin appendages. (nci).",C12470,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
7882,Gland,"An organ that produces and secretes hormones (e.g. endocrine gland), saliva or sweat (e.g. exocrine gland). (nci).",C13319,NCI Thesaurus,,Naama,7727,4,2018-02-26 21:06:28 UTC,2018-04-06 00:45:19 UTC,
